rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,id
6937,Polly Pocket: Super Splash Island,GBA,2003,Action,Knowledge Adventure,0.17,0.06,0.0,0.0,0.24,07fee48a8bc646fc
6938,God Eater 2,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24,3c007706142e5920
6939,Tony Hawk's Downhill Jam,Wii,,Sports,Activision,0.21,0.0,0.0,0.02,0.24,2845b9bb1045991b
6940,Sesame Street: Elmo's Number Journey,PS,1998,Misc,NewKidCo,0.13,0.09,0.0,0.02,0.24,6235c7e9af4ba6f7
6941,Rampage,2600,1988,Action,Activision,0.22,0.01,0.0,0.0,0.24,313ccd5ac5351ddb
6942,Dark Cavern,2600,1981,Shooter,Mattel Interactive,0.22,0.01,0.0,0.0,0.24,bd9b5ec8bf538700
6943,Jewels of the Tropical Lost Island,DS,2010,Puzzle,Storm City Games,0.11,0.1,0.0,0.02,0.24,c0efc2a57a408cce
6944,Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0.0,0.02,0.24,0c93a299b67a1004
6945,The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.1,0.12,0.0,0.02,0.24,38394f3ad4784260
6946,Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.24,574139f364fe93cd
6947,NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.22,0.0,0.0,0.01,0.24,663116fd5ef6117c
6948,Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.13,0.06,0.0,0.04,0.24,ea420f3380714572
6949,Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24,b02094a94a77f549
6950,The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24,334b5a9d4eaa0998
6951,Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.14,0.07,0.01,0.02,0.24,e061565b638e3ff4
6952,DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.24,0238bf94a90e7b5c
6953,NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,89511e3c66fb3306
6954,Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0.0,0.04,0.23,6cbeace00b4e3324
6955,New Carnival Games,DS,2010,Misc,Take-Two Interactive,0.16,0.05,0.0,0.02,0.23,7b57ce74652a7bd8
6956,Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,0.18,0.03,0.0,0.02,0.23,826b38f1c5c8fa67
6957,LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.09,0.0,0.02,0.23,b77f3450d2de0531
6958,Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,efb47465d86d4125
6959,Wallace & Gromit in Project Zoo,PS2,2003,Platform,BAM! Entertainment,0.11,0.09,0.0,0.03,0.23,74703ca4ee882faa
6960,Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,673e1b609ddc463a
6961,Wizards of Waverly Place: Spellbound,DS,2010,Misc,Disney Interactive Studios,0.16,0.06,0.0,0.02,0.23,46908cacb1653990
6962,Love Plus +,DS,2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,32010a3d80cedf9c
6963,Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23,d7e112d64fcbe773
6964,Mobile Suit Gundam: Climax U.C.,PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,c899eaad0969f2b4
6965,Street Fighter EX2 Plus,PS,1998,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02,0.23,725f926398e1fa3f
6966,The Smurfs 2,DS,2013,Platform,Ubisoft,0.0,0.21,0.0,0.02,0.23,66383e1c54bde1f2
6967,Big Family Games,Wii,2009,Misc,THQ,0.0,0.22,0.0,0.02,0.23,9cebbf519bada31f
6968,Big Beach Sports 2,Wii,,Sports,THQ,0.09,0.12,0.0,0.03,0.23,3e33301c0d993fdc
6969,Hot Wheels: Beat That!,DS,2007,Racing,Activision,0.22,0.0,0.0,0.02,0.23,089945a1ab03605e
6970,Jet X20,PS2,,Racing,Unknown,0.11,0.09,0.0,0.03,0.23,9591b9121578f204
6971,Super Robot Taisen D,GBA,2003,Strategy,Banpresto,0.0,0.0,0.23,0.01,0.23,0cd5f5c3616fadc9
6972,NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.23,060d5c52e14ce8ed
6973,Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,746e94096dab3273
6974,LEGO Marvel's Avengers,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.11,0.0,0.05,0.23,b77f3450d2de0531
6975,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.18,0.04,0.0,0.02,0.23,589d01dd22bbbfa6
6976,Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,34025ea6a62a0446
6977,Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.23,6001329414de7d41
6978,Saint Seiya: Sanctuary Battle,PS3,2011,Action,Namco Bandai Games,0.0,0.09,0.11,0.03,0.23,622457605560a5aa
6979,Girls Mode 3: Kirakira Code,3DS,2015,Action,Nintendo,0.0,0.0,0.23,0.0,0.23,eaf784fbbba85c4a
6980,Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,0480db7f2af7d2eb
6981,Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.1,0.01,0.02,0.23,4ac0ffb45afec9ff
6982,Kung Fu Panda 2,DS,2011,Action,THQ,0.16,0.05,0.0,0.02,0.23,73eed7251f2f02ee
6983,Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,a6cac21af488dae7
6984,Hotel for Dogs,DS,2008,Simulation,505 Games,0.22,0.0,0.0,0.02,0.23,0ffd1c7cdbc6f0d3
6985,Cabela's Big Game Hunter 2012,PS3,2011,Sports,Activision,0.17,0.03,0.0,0.03,0.23,4d5dbaeb80395423
6986,Pro Yakyuu Team o Tsukurou!,DC,1999,Sports,Sega,0.0,0.0,0.23,0.0,0.23,62f296476da3d0ce
6987,Me & My Katamari,PSP,2005,Puzzle,Namco Bandai Games,0.13,0.02,0.08,0.0,0.23,96db1f083ecbf150
6988,Asphalt: Injection,PSV,2011,Action,Ubisoft,0.14,0.06,0.0,0.04,0.23,58b2316f795f0a9e
6989,Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0.0,0.02,0.23,63acf3c7dc086e9c
6990,SSX On Tour,PSP,2005,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,95e124691fe49df6
6991,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,Sega,0.08,0.13,0.0,0.03,0.23,e2ef3ef345abc9aa
6992,World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0.0,0.01,0.23,8591f8b2cf8a9dbf
6993,SingStar Pop Edition,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.19,0.0,0.05,0.23,b2c556aaceaf489a
6994,Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0.0,0.03,0.23,b06df662785a70bd
6995,Starsky & Hutch,XB,2003,Racing,Empire Interactive,0.17,0.05,0.0,0.01,0.23,18512a828a478a1c
6996,Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,57cda6f0d4dac9ee
6997,Hatsune Miku: Project Diva f,PSV,2012,Misc,Sega,0.0,0.0,0.23,0.0,0.23,78eef5ad45b28286
6998,The Club,PS3,2008,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,187b62546f6143bc
6999,Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,dd10c639bf82abcd
7000,Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,e2472167621acad5
7001,M&M's Kart Racing,Wii,2007,Racing,Zoo Digital Publishing,0.22,0.0,0.0,0.02,0.23,01f8f363ef8f85df
7002,Rock Band Track Pack: Classic Rock,Wii,2009,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23,f2857f6c38a47f76
7003,The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,232d1fca9eaa1dc4
7004,Let's Make a Soccer Team!,PS2,2006,Sports,Sega,0.0,0.0,0.23,0.0,0.23,e020eecc3d8193ac
7005,Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,7301a92e25ac54ea
7006,Monster Hunter G,PS2,2005,Role-Playing,Capcom,0.0,0.0,0.23,0.0,0.23,e652e0947c4af7f8
7007,All-Star Baseball 2001,N64,2000,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23,12a543e4fca51c7a
7008,Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,Play It,0.2,0.01,0.0,0.02,0.23,fcc6f3b22684b43a
7009,Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0.0,0.04,0.23,30408468475b376e
7010,Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,7e476c11a5e9439c
7011,Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,154225b99032ab3b
7012,Pitfall: The Big Adventure,Wii,2008,Adventure,Activision,0.2,0.02,0.0,0.02,0.23,2533c5aef006b921
7013,Rock Band Country Track Pack,X360,2009,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23,086e91fc9771a9d8
7014,Worms: Battle Islands,Wii,2010,Strategy,THQ,0.11,0.1,0.0,0.02,0.23,b8ed43be8186e228
7015,ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0.09,0.0,0.03,0.23,656bf24d590ff8c4
7016,Harvest Moon GB,GB,1997,Simulation,Victor Interactive,0.0,0.0,0.23,0.0,0.23,44e5dd1df70a6a71
7017,Imagine: Detective,DS,2009,Simulation,Ubisoft,0.16,0.01,0.0,0.06,0.23,767734be0896025e
7018,The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,1429fa43723a79bd
7019,Hannah Montana: The Movie,PS3,2009,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.03,0.23,dc08a0c84896a70a
7020,NCAA GameBreaker 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,30f2c5893818a051
7021,Skylanders: SuperChargers,XOne,2015,Action,Activision,0.16,0.05,0.0,0.02,0.23,8abb7b75eb4f4716
7022,Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23,fe177d711d17efaa
7023,Virtua Fighter Kids,SAT,1995,Fighting,Sega,0.0,0.0,0.23,0.0,0.23,0798f8037bda3e8a
7024,Lunar: Silver Star Story,SAT,1996,Role-Playing,Kadokawa Shoten,0.0,0.0,0.23,0.0,0.23,7fabe0c3c53d415e
7025,Rocket Power: Beach Bandits,GC,2002,Platform,THQ,0.18,0.05,0.0,0.01,0.23,989e45d4817b384e
7026,Shaun White Snowboarding,DS,2008,Sports,Ubisoft,0.21,0.0,0.0,0.02,0.23,2a0e24f1fbcfd5d0
7027,LEGO The Hobbit,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.1,0.11,0.0,0.02,0.23,45ef43e53ad6a00b
7028,Ultimate Band,DS,2008,Misc,Disney Interactive Studios,0.19,0.02,0.0,0.02,0.23,202a1cc01b41b937
7029,NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,406f6a902d406ca0
7030,Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.19,0.02,0.0,0.02,0.23,68ce8e549e9be7a3
7031,What's Cooking? Jamie Oliver,DS,2008,Simulation,Atari,0.2,0.01,0.0,0.02,0.23,a4a321ef6d54c156
7032,Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,0.13,0.09,0.0,0.02,0.23,1034f98b6c2c2a6c
7033,NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.23,a52bed2da29683b2
7034,Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007,Sports,Detn8 Games,0.21,0.0,0.0,0.02,0.23,49202822f7e1f474
7035,Yu-Gi-Oh! GX: Duel Academy,GBA,2005,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23,811fc73d3de3e840
7036,FIFA 14,PSP,2013,Sports,Electronic Arts,0.0,0.16,0.0,0.07,0.23,428eefa586310f48
7037,Tribes: Aerial Assault,PS2,,Shooter,Unknown,0.11,0.09,0.0,0.03,0.23,b2f3122d29a8a49f
7038,Colony Wars: Vengeance,PS,1998,Simulation,Psygnosis,0.13,0.09,0.0,0.02,0.23,380c67bc7232d88a
7039,Last Window: The Secret of Cape West,DS,2010,Adventure,Nintendo,0.0,0.12,0.09,0.02,0.23,8b05e8502b1bfd4e
7040,Yu-Gi-Oh! GX: Tag Force 3,PSP,2008,Strategy,Konami Digital Entertainment,0.0,0.03,0.18,0.01,0.23,0cec53c49aa75b7d
7041,Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,1d85e662b3f85bce
7042,Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,0.13,0.08,0.0,0.02,0.23,d6b5439e2bcd1916
7043,I Love Horses,DS,2008,Simulation,GSP,0.21,0.0,0.0,0.01,0.23,2fb1af652e415ccf
7044,Madden NFL 06,GBA,2005,Sports,Electronic Arts,0.17,0.06,0.0,0.0,0.23,1c6eceedd1823a5f
7045,Karaoke Revolution Glee 2: Road to Regionals,Wii,2011,Misc,Konami Digital Entertainment,0.15,0.06,0.0,0.02,0.23,393686e4e85d7a09
7046,NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,89511e3c66fb3306
7047,The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0.0,0.0,0.23,0.0,0.23,61069771aa2a3a4f
7048,Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0.0,0.02,0.23,a3af877cb9f28c8d
7049,Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,0.21,0.0,0.0,0.02,0.23,1475c14bb3363589
7050,Project CARS,XOne,2015,Racing,Slightly Mad Studios,0.08,0.13,0.0,0.02,0.23,6d4ab80127e02f75
7051,Major League Baseball 2K10,PS2,2010,Sports,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,315012a1fd0d9db3
7052,Call of Duty: Black Ops 3,PC,2015,Shooter,Activision,0.0,0.22,0.0,0.01,0.23,a5d4e4814d8b1ef9
7053,Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,b864e35abf364965
7054,Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0.0,0.03,0.23,0790b214a3fcc48d
7055,Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0.0,0.03,0.23,4089d38f16c66d06
7056,Airblade,PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,f8445eab6d5b9c7f
7057,Cabela's Outdoor Adventures (2009),PS3,2009,Sports,Activision Value,0.21,0.0,0.0,0.02,0.23,5ba96625ed0b636b
7058,Mega Man & Bass,GBA,2002,Platform,Capcom,0.16,0.06,0.0,0.0,0.23,37107d7e9705b483
7059,NBA Live 15,PS4,2014,Sports,Electronic Arts,0.15,0.04,0.0,0.04,0.23,337dd81f4b779e9b
7060,Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom,0.19,0.02,0.0,0.02,0.23,288cb1c475ac69ad
7061,Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0.0,0.19,0.0,0.04,0.23,503fbe466c476128
7062,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016,Action,Square Enix,0.0,0.0,0.23,0.0,0.23,7fc30df1a17d9a50
7063,Puss in Boots,X360,2011,Action,THQ,0.2,0.02,0.0,0.02,0.23,8298659435443966
7064,Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,0.2,0.01,0.0,0.02,0.23,d013e2731ed891dc
7065,AKB1/149: Love Election,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,dd15a47a50daa6bb
7066,Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.21,0.01,0.0,0.02,0.23,96d7ec141bac21fe
7067,Tetris 2 (weekly jp sales),GB,1992,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,9cb66286d95ab4a0
7068,Pro Yakyuu Team o Tsukurou! 2,PS2,2003,Sports,Sega,0.0,0.0,0.23,0.0,0.23,021ea9b4e6d0d7c2
7069,Musou Orochi Z,PS3,2009,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,98a8c62c510bfbe1
7070,World Series of Poker 2008: Battle for the Bracelets,PS2,2007,Misc,Activision,0.11,0.09,0.0,0.03,0.23,2cbadce319af4a19
7071,WWE All Stars,3DS,2011,Fighting,THQ,0.15,0.06,0.0,0.02,0.23,045d2db8feed9ce0
7072,Naruto Shippuden: Ninja Council 4,DS,2007,Action,Nintendo,0.09,0.0,0.13,0.01,0.23,f592ae1ae36c7c2c
7073,Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,a90ef4d5f013343e
7074,Rocket League,PS4,2016,Sports,505 Games,0.02,0.14,0.0,0.07,0.23,4e33f6faddb23ee4
7075,Wipeout 2,3DS,2011,Misc,Activision,0.22,0.0,0.0,0.01,0.23,30d3d3f54c8f2270
7076,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,2009,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,62051305b24996dc
7077,Critical Depth,PS,1997,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23,5184b94402fcb719
7078,Barbie as The Island Princess,GBA,2007,Adventure,Activision,0.16,0.06,0.0,0.0,0.23,ae969c815ae53d34
7079,Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft,0.21,0.0,0.0,0.02,0.23,83e227eae487689d
7080,Tales of VS.,PSP,2009,Fighting,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,8e4494de1a8ede62
7081,Saka-Tsuku DS: Touch and Direct,DS,2008,Sports,Sega,0.0,0.0,0.23,0.0,0.23,4c7b2c3088155491
7082,Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23,c06112bdbc9f732c
7083,The Italian Job,PS2,2003,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,10ac5c8d94407e2a
7084,Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004,Role-Playing,Capcom,0.16,0.06,0.0,0.0,0.23,11c9768244e9dd61
7085,Barbie and the Three Musketeers,Wii,2009,Adventure,Activision,0.21,0.0,0.0,0.02,0.23,f7301fea0e374cb4
7086,Star Ocean,SNES,1996,Role-Playing,Enix Corporation,0.0,0.0,0.23,0.0,0.23,d34bd2ae2d728fb1
7087,Freedom Fighters,XB,2003,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,c7096bbbe53c9da7
7088,Naruto: Ninja Council 2 European Version,DS,2005,Fighting,Tomy Corporation,0.0,0.0,0.23,0.0,0.23,ef513af53d3f7bab
7089,Soldier of Fortune II: Double Helix,XB,2003,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,200635e8c8e985c1
7090,pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23,1ac5243902b7ead1
7091,Disney Princess: Enchanted Journey,PS2,2007,Adventure,Disney Interactive Studios,0.11,0.09,0.0,0.03,0.23,3c94da550a6ef443
7092,Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,35d80be4c774839c
7093,Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23,ea96eac394850834
7094,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,4d419b34273a4184
7095,Bratz: Girlz Really Rock,PS2,2008,Action,THQ,0.11,0.09,0.0,0.03,0.23,ee46fc5e912d284b
7096,Super R-Type,SNES,1991,Shooter,Nintendo,0.0,0.0,0.23,0.0,0.23,7dfaf3f464ccf83f
7097,Rampage 2: Universal Tour,PS,1998,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23,60dda34eb29a422f
7098,Super Robot Taisen F Kanketsuhen,PS,1999,Strategy,Banpresto,0.0,0.0,0.21,0.01,0.23,10dabc23e99664fc
7099,Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,41770b2166e4d41d
7100,BlowOut,PS2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,eedd292eab857200
7101,NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,d1aac0603f84a4ef
7102,MySims Party,Wii,2009,Simulation,Electronic Arts,0.18,0.03,0.0,0.02,0.23,d497a21dff380a47
7103,TRON: Evolution - Battle Grids,Wii,2010,Racing,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23,094ab7e8e0c11f6b
7104,The Raiden Project,PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23,b5536fbd25ac8695
7105,Hooked! Real Motion Fishing,Wii,2007,Sports,505 Games,0.21,0.0,0.0,0.02,0.23,0d57b7494dbc98a2
7106,Pocket Fighter,PS,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23,2797cac011fc09cb
7107,Bicycle Casino 2005,XB,2004,Misc,Zoo Digital Publishing,0.17,0.05,0.0,0.01,0.23,b32be74e843a9d93
7108,Valhalla Knights 2,PSP,2008,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23,03eefccda1677a6e
7109,.hack//G.U. Vol.2//Reminisce,PS2,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0.0,0.03,0.23,f3707cd6ff083e62
7110,Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,18c5450396df52a0
7111,Ratchet & Clank: Full Frontal Assault,PS3,2012,Adventure,Sony Computer Entertainment,0.19,0.01,0.0,0.02,0.23,0e3bd3a6af330990
7112,NCAA Football 09,PSP,2008,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,6dbc8b8abf9d2fc7
7113,Family Party: 30 Great Games Winter Fun,Wii,2010,Sports,D3Publisher,0.21,0.0,0.0,0.01,0.23,9278fe3aab5210b2
7114,NCAA GameBreaker 2004,PS2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,d13ba3bf9057282a
7115,101-in-1 Party Megamix Wii,Wii,2009,Misc,Nordcurrent,0.19,0.01,0.0,0.02,0.23,3d8e822259bffe43
7116,The Polar Express,PS2,2004,Adventure,THQ,0.11,0.09,0.0,0.03,0.23,38fce30ea6239f07
7117,Dinosaur King,DS,2007,Strategy,Sega,0.2,0.0,0.0,0.02,0.23,6a22b0b39c0776f3
7118,Buzz! Junior: RoboJam,PS2,2007,Misc,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,5ac29ec5e8f11675
7119,Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.23,114264bae9f6c178
7120,All Star Karate,Wii,2010,Action,THQ,0.14,0.07,0.0,0.02,0.23,26c09cbfec6a2814
7121,AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,MTV Games,0.21,0.0,0.0,0.02,0.23,b3e79bcd6d21359b
7122,Tetris Attack,GB,1996,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,6d05d3c30b517c73
7123,NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,6e02af8c359fae2b
7124,The Magic School Bus: Oceans,DS,2011,Adventure,Scholastic Inc.,0.21,0.0,0.0,0.01,0.23,e27f5d7bd109eaf7
7125,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.23,417e1c8ea637816c
7126,Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,0.06,0.05,0.09,0.03,0.23,a7ffb235bd9d7e38
7127,Digimon World DS (JP sales),DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,c426ff9010952f30
7128,NHL FaceOff 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,f202ebc119080891
7129,Jersey Devil,PS,1997,Platform,Ocean,0.13,0.09,0.0,0.01,0.23,e9efc13d7151b3fd
7130,Rogue Ops,PS2,2003,Action,Kemco,0.11,0.09,0.0,0.03,0.23,4010fcdc32afd304
7131,NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.23,16f38f421a88e0a2
7132,3rd Super Robot Wars Z Jigoku Hen,PS3,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,5a651f5c9277618f
7133,Cars 2,3DS,2011,Racing,Disney Interactive Studios,0.21,0.0,0.0,0.02,0.23,64162a8618666127
7134,Petz Monkeyz House,DS,2008,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.23,4589ed6585bc16c8
7135,Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,57fcfa9c4f4cdffc
7136,Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,0.11,0.09,0.0,0.03,0.22,6f74bb61b03e054c
7137,FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.2,0.01,0.0,0.02,0.22,11d01e964299bd61
7138,Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22,da783c0846afedac
7139,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,4d7e52137dc51c00
7140,TNA iMPACT!,PS2,2008,Fighting,Midway Games,0.1,0.0,0.0,0.12,0.22,c1fcbecf8c19e893
7141,Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,Konami Digital Entertainment,0.18,0.03,0.0,0.02,0.22,7b6350b8cd812d8e
7142,Def Jam: Fight for NY,GC,2004,Fighting,Electronic Arts,0.17,0.05,0.0,0.01,0.22,5499a35d9a2e52b2
7143,Sword Art Online: Infinity Moment,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,7494fe93a31e1ffd
7144,Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0.0,0.03,0.22,05b77f831f27b041
